,ra,dec,type,u,g,r,i,size
947,185.141443719,15.1303879727,3,25.64754,25.77787,22.33216,22.59051,1.056457
948,185.034010962,15.0446743336,3,26.01894,24.21416,23.73448,21.68975,1.530243
949,185.169833673,15.0278819393,3,24.47588,22.97185,22.26527,22.71311,0.3574109
950,185.141607225,15.111063163,3,22.65436,21.84278,20.78704,20.31098,0.8718873
951,185.169852142,15.0139914941,6,21.25411,20.52189,20.30221,20.3352,0.6695396
952,185.141941538,15.0660633895,3,23.48714,22.86036,21.65022,21.69637,0.7942601
953,185.14161881,15.1768391116,6,24.61385,20.55436,19.20734,18.28302,0.7775578
954,185.141628309,15.1768379009,6,24.30955,20.55378,19.21028,18.27693,0.7867581
955,185.169927181,15.1394704136,3,24.4722,24.99485,24.71533,18.92265,0.863575
956,185.169906684,15.1516619214,3,24.4006,22.22588,24.95539,24.29726,-9999.0
957,185.170440738,15.1487865813,6,24.94085,21.71912,22.03835,24.29696,-9999.0
958,185.170279397,15.1496827276,3,25.79213,26.49939,27.42595,14.35785,11.93091
959,185.141119329,15.1349600676,6,16.42455,15.07312,14.64217,14.50306,0.7877514
960,185.170311667,15.1496895406,3,23.5279,18.98523,18.07729,17.15638,1.690722
961,185.104513263,15.0591627434,3,25.38387,23.32682,21.7247,20.64076,1.123005
962,185.104247134,15.0497470986,6,25.4122,23.51222,22.66889,22.71013,0.7699234
963,185.067509162,15.0905440621,3,24.22462,23.51555,22.08698,21.83839,1.002125
964,185.104044925,15.0131078692,6,23.0202,22.78124,24.08285,22.92213,-9999.0
965,185.103930793,15.0097206594,3,24.29502,21.25854,20.06927,19.50372,1.833879
966,185.067062005,15.0838121866,3,23.56077,22.47182,22.28638,21.46866,1.047706
967,185.03400284,15.0532934559,6,24.21592,23.31858,24.02626,24.21995,0.8673286
968,185.033763216,15.157786496,6,22.77834,20.63429,19.02051,17.73553,0.6054999
969,185.033783479,15.157794097,6,22.38873,20.62245,19.0091,17.71948,0.6250709
970,185.170784557,15.0428369392,3,24.88919,23.06355,22.12728,21.78467,1.536287
971,185.141100665,15.1349795141,6,16.43741,15.08903,14.62211,15.43415,0.7639405
972,185.169699899,15.173136606,3,24.93794,24.87067,23.88845,21.54784,0.7044575
973,185.141607571,15.1110603478,3,22.39135,21.51373,20.4178,19.95954,1.260817
974,185.141664195,15.0951532485,3,23.17814,22.83436,22.29224,22.29237,-9999.0
975,185.142029546,15.0087429885,6,24.06808,22.42258,22.1866,22.19769,0.6489536
976,185.141666342,15.0070911432,3,23.62566,22.33062,21.68092,20.73602,1.088607
977,185.142030208,15.0087433949,3,23.37954,22.41563,22.17634,21.2685,0.7324031
978,185.141336839,15.0128982026,6,23.83574,22.97747,24.56201,24.38355,-9999.0
979,185.111757256,15.0103963351,3,24.11272,23.22235,22.50494,21.30892,0.8980499
980,185.074418941,15.0112737329,3,23.59242,22.59342,21.79852,21.83881,0.8426807
981,185.074690064,15.0129113893,3,24.61213,22.89541,23.84592,22.95788,-9999.0
982,185.000405363,15.1227191372,3,23.90406,22.90701,24.54312,22.48465,0.6697044
983,185.07437994,15.0040238337,6,22.44205,22.11117,21.61568,21.07708,0.9927877
984,185.074379341,15.004024945,3,20.60602,21.03385,20.51065,20.13958,1.663942
985,185.037781282,15.1278234816,6,19.80303,18.83462,18.50021,18.30352,0.6975383
986,185.037787973,15.1278217356,6,19.77986,18.83171,18.49358,18.30115,0.6949955
987,185.111613616,15.06233429,3,24.45933,23.33846,20.85714,19.28654,5.564335
988,185.073851635,15.0645483574,3,24.73936,21.97602,20.25182,19.46909,1.675609
989,185.03829402,15.1225179265,3,21.9192,21.1471,20.14987,19.5629,1.443868
990,185.175446431,15.0206100617,6,24.96466,20.63053,19.25079,18.62273,0.5545307
991,185.175464876,15.0206186178,3,23.30167,20.59273,19.21119,18.57512,7.032783
992,185.037931034,15.1020458988,6,22.7168,24.99079,24.27179,24.09412,0.1880815
993,185.037763258,15.0885721117,3,25.55134,22.67272,22.01222,21.34454,1.13653
994,185.146284166,15.1884037097,3,23.79539,22.80005,21.57958,21.52559,1.343515
995,185.146187674,15.1995946436,3,25.33161,22.3161,21.6276,21.16857,1.041155
996,185.146187672,15.1995946382,3,25.27455,22.31555,21.62699,21.17241,1.043746
997,185.074092555,15.1335033003,3,22.08367,22.13297,21.37644,21.14412,0.6402309
998,185.074304567,15.0040973046,3,23.43957,21.33245,21.2022,20.38049,0.9032196
999,185.111912661,15.0405332578,6,24.53407,23.49826,22.72268,22.13545,0.629744
1000,185.074378748,15.0113069778,3,22.98011,22.57817,21.90115,22.06362,-9999.0
1001,185.073990481,15.0955726629,6,25.50171,23.34639,23.80503,23.3685,0.8811896
1002,185.074046799,15.1334120872,3,22.84685,22.3606,21.82309,21.31537,1.174153
1003,185.175449861,15.0205883043,6,24.06597,20.5955,19.23168,18.58649,0.7521902
1004,185.175457947,15.0205932139,6,23.625,20.59898,19.22928,18.5792,0.7619942
1005,185.174441304,15.1015568278,6,23.63265,23.85033,22.74262,22.12333,0.7659388
1006,185.07412469,15.1166549112,3,24.88817,23.04834,21.31317,20.32119,1.274802
1007,185.073745842,15.0233873936,6,24.15292,23.80808,22.41265,23.08929,1.245591
1008,185.037770741,15.1278333953,6,19.79638,18.84065,18.44681,18.33495,0.6013281
1009,185.037770741,15.1278333953,6,19.79731,18.84142,18.44761,18.3362,0.601285
1010,185.037791239,15.1278410129,6,19.75537,18.83141,18.44236,18.31864,0.6346331
1011,185.074337668,15.004057357,3,22.48742,22.10256,21.56285,21.09455,0.582
1012,185.074337667,15.0040573574,3,22.49454,22.1024,21.56278,21.09418,0.6475855
1013,185.000952436,15.0008003299,3,22.97882,22.81353,23.21728,22.64273,0.3199799
1014,185.17448869,15.0985335601,6,23.7174,22.92922,22.74554,22.04936,0.347026
1015,185.174628974,15.1412646931,3,24.4723,24.99648,24.71764,18.22003,0.8546634
1016,185.175309624,15.1466319609,6,24.47369,24.99649,24.71726,19.3267,0.622663
1017,185.174738725,15.1375941664,6,24.47146,24.9943,24.71494,20.85849,0.6521117
1018,185.111830412,15.0405213501,3,26.10409,23.55282,22.28993,21.58137,0.5945913
1019,185.038283311,15.1225218532,3,22.5208,21.4325,20.21098,19.78393,1.000792
1020,185.146810744,15.1256093217,6,23.96383,24.71934,25.33712,22.47293,0.6282889
1021,185.073834485,15.0645324297,3,23.15495,21.90544,20.23196,19.51084,1.132055
1022,185.000027134,15.1243493794,3,24.12549,23.30364,22.86078,21.73761,0.4687259
1023,185.000342777,15.0828665869,6,23.24834,23.64462,22.39278,21.31394,0.4222183
1024,185.000451261,15.0529720073,3,24.6467,23.01543,21.84207,21.00736,0.7449325
1025,185.000612142,15.1446593395,3,24.45011,24.30546,23.62209,21.548,1.029488
1026,185.146734064,15.1189590143,6,23.72149,21.68294,20.64221,20.2544,0.7694584
1027,185.146566005,15.1243277681,3,23.30293,22.00535,21.41764,21.46696,-9999.0
1028,185.146149654,15.1994981316,3,22.66912,22.49638,21.60871,21.08407,1.032514
1029,185.175308812,15.1264617228,6,24.82516,23.32069,24.41022,24.49669,-9999.0
1030,185.174862465,15.12784478,3,23.5588,23.10397,24.2468,22.39685,0.703319
1031,185.174671367,15.1408421175,3,22.65852,24.99492,24.7154,20.07125,0.7194285
1032,185.07421338,15.1166082373,3,25.73347,22.82375,21.95411,20.65966,0.9019833
1033,185.073774551,15.0233677824,6,23.20801,23.88021,22.43329,23.19539,-9999.0
1034,185.000020865,15.1243559945,3,22.18992,22.81952,22.83605,22.10336,0.6142055
1035,185.000640254,15.1447664049,3,23.70157,23.89988,22.4579,21.31239,0.851877
1036,185.111975993,15.0600133605,3,23.90752,25.07995,25.1435,22.10218,0.5761816
1037,185.112481476,15.0617152312,3,24.2523,24.95695,22.47236,21.39953,0.6922867
1038,185.111592632,15.0623534739,6,25.27484,23.86858,22.51485,21.7541,0.1004565
1039,185.000415714,15.0828418632,6,23.79136,24.06812,22.18981,21.46208,0.8518927
1040,185.000478443,15.0529781372,3,25.25993,23.62139,21.83537,21.01232,0.7453496
1041,185.155010187,15.0048871329,6,20.0105,18.32737,17.62024,17.36352,0.4534457
1042,185.155010187,15.0048871329,6,20.0105,18.32737,17.62024,17.36352,0.4534467
1043,185.155017422,15.0048913732,6,19.97191,18.3228,17.61781,17.36244,0.4538151
1044,185.016919057,15.1059145038,3,24.26459,24.2276,21.55878,20.89334,0.8208789
1045,185.154822007,15.182891708,3,22.63617,22.75895,21.28445,20.6063,0.8680502
1046,185.154822007,15.182891708,3,22.43641,22.75895,21.28445,20.6063,0.8680502
1047,185.086105282,15.0637930604,3,21.91877,21.63286,21.49228,21.33668,0.4191934
1048,185.085778156,15.090957569,3,22.9467,21.75227,21.08092,20.63889,0.7713429
1049,185.085839789,15.0019065515,3,27.32639,19.62695,23.55054,22.35467,3.949327
1050,185.119567534,15.0696766355,3,24.59272,23.28346,22.92154,21.48326,0.8518497
1051,185.053830338,15.053566883,6,25.54181,25.53968,22.77688,23.92971,-9999.0
1052,185.016372107,15.002560926,3,21.38589,23.23503,21.12775,20.83968,0.6092321
1053,185.054072399,15.1254388088,6,22.86715,21.70113,21.40676,21.35566,0.3897796
1054,185.053396645,15.080213877,6,23.3562,22.43706,21.44158,21.25305,0.7267836
1055,185.017104963,15.1286143397,3,21.62233,21.82495,22.10961,21.44285,0.9109537
1056,185.016789364,15.1702201205,6,23.3542,22.06093,20.60378,19.4971,0.5676416
1057,185.120655515,15.1223738931,6,20.7843,20.88701,21.01676,20.63346,0.7411827
1058,185.053261973,15.1428972091,3,24.73906,22.18343,21.51883,21.2053,1.759358
1059,185.053261973,15.1428972091,3,25.45567,22.18343,21.51883,21.2053,1.759358
1060,185.017167684,15.0307680316,3,23.00085,22.7932,22.93994,21.90423,0.8255496
1061,185.016774219,15.1702081707,6,25.79217,22.06104,20.63725,19.46873,0.6590503
1062,185.016485535,15.0211190631,6,23.3513,22.95165,22.46153,22.81512,-9999.0
1063,185.085947285,15.0038147198,3,17.35887,19.42643,20.23139,20.4912,2.390995
1064,185.155320298,15.064556897,3,22.86189,23.8644,23.2656,20.95777,0.7469745
1065,185.120081832,15.027546776,6,25.52195,24.11801,22.41016,22.69217,0.4007308
1066,185.086340177,15.0498700284,6,23.3166,23.66795,22.30085,22.02937,1.02478
1067,185.086362164,15.0515433402,3,24.51847,22.70768,21.124,20.38403,0.9733204
1068,185.053204411,15.1429315697,3,22.93192,22.48775,21.51951,21.73801,0.4472529
1069,185.154767076,15.095296995,6,21.98854,22.07166,21.77835,21.35581,0.6159813
1070,185.054138401,15.1254320796,6,22.61562,21.59274,21.44882,21.23722,0.6071261
1071,185.053431471,15.0802398035,6,23.03788,22.00326,21.56466,21.48404,0.9914104
1072,185.155008493,15.0049055582,6,20.02106,18.34951,17.65852,17.37246,0.6037855
1073,185.155026288,15.0049122361,6,20.02184,18.3572,17.66281,17.38668,0.5876395
1074,185.155119858,15.1254364761,6,25.45888,24.04391,22.96718,22.21982,0.7939494
1075,185.154895737,15.1479265635,3,23.91406,24.55373,22.0985,21.62962,0.7820379
1076,185.155252082,15.064486307,3,24.80189,24.69267,22.22812,22.24894,2.996073
1077,185.155018215,15.0048786548,6,20.10509,18.33864,17.67284,17.40176,0.7929847
1078,185.15502589,15.0048836371,6,20.10873,18.34242,17.67428,17.4018,0.7905692
1079,185.119994198,15.001360348,3,24.02808,22.25194,21.40932,20.93678,0.8711936
1080,185.119994198,15.001360348,3,24.02814,22.25197,21.40929,20.93674,0.8714303
1081,185.053402533,15.18836072,3,24.98048,23.93101,22.93637,21.53255,0.3736036
1082,185.120497483,15.0915951285,6,23.73072,24.15059,22.61648,21.56759,0.4464543
1083,185.08602292,15.0324393293,3,25.02286,23.4471,23.45636,21.07266,1.386787
1084,185.016384165,15.0210863335,3,22.81765,22.99121,22.58597,21.46452,0.6363934
1085,185.016185293,15.1457766249,6,25.11485,24.58769,22.93096,21.93063,0.3401097
1086,185.016171665,15.0490663724,3,24.79865,24.22538,23.41556,21.55569,0.711724
1087,185.12063108,15.1886729733,3,22.74412,22.33538,21.55835,20.93494,0.9414446
1088,185.120025889,15.0013170496,3,24.53172,22.55713,21.51758,21.00256,0.7631249
1089,185.120123076,15.0746269984,6,24.0398,21.76632,21.3175,21.08093,0.5969801
1090,185.154479056,15.1379321847,6,23.53166,25.19446,22.47423,23.24379,0.6070822
1091,185.154602579,15.1364122377,3,23.76048,23.28799,21.82739,21.56536,0.8932464
1092,185.053809173,15.0517994823,6,25.67807,25.62254,22.77407,24.65778,-9999.0
1093,185.054236979,15.054031373,6,25.8061,23.04947,22.60424,24.01559,0.06844921
1094,185.154847078,15.1829190832,3,22.87138,22.55997,21.00064,20.5097,1.101118
1095,185.154847078,15.1829190832,3,22.65119,22.55997,21.00064,20.5097,1.101118
1096,185.154758102,15.0953215966,3,22.02806,22.06157,21.60756,20.90102,0.9953249
1097,185.154394269,15.1406239062,3,26.05468,22.77767,22.8888,23.15989,0.1957873
1098,185.086030215,15.0324463077,6,25.08974,25.41465,23.09134,21.21927,0.7006905
1099,185.086365013,15.1032089015,6,24.32314,23.99168,22.29361,21.88364,0.2726123
1100,185.054331398,15.1921222748,3,24.93009,24.61001,23.44271,21.92143,0.5192167
1101,185.016932582,15.1058760852,3,22.68273,22.73626,21.23312,20.44072,0.6658357
1102,185.120644732,15.1886160156,3,22.47149,21.93307,21.24236,20.59268,1.011349
1103,185.120003808,15.0013509457,3,23.72273,22.7252,21.6156,21.01205,1.089065
1104,185.120140373,15.0745861244,6,22.23274,21.62384,21.32676,21.33084,0.4397194
1105,185.086381607,15.0517047014,3,24.4078,22.79178,21.01913,20.60001,0.8510687
1106,185.086154126,15.0638507436,3,23.99341,22.02247,21.67678,21.19759,0.693881
1107,185.085830095,15.0908994474,3,23.84092,21.67039,21.09069,20.90861,0.8778849
1108,185.053629179,15.054853305,6,23.85557,24.27964,22.80566,24.65496,-9999.0
1109,185.154968524,15.1481312801,3,23.23783,22.27179,21.13156,22.00431,-9999.0
1110,185.016330586,15.0026520897,3,24.02591,22.95125,21.87057,21.27728,0.8085836
1111,185.173267915,15.0413560918,3,25.26621,25.9298,22.687,21.19287,0.6405987
1112,185.11022247,15.0260599262,3,22.76717,22.62256,21.81659,21.22355,0.965845
1113,185.110222455,15.026059936,3,23.13105,22.61952,21.79989,21.20991,0.9563392
1114,185.109184085,15.1457421657,6,21.78048,20.57538,20.22794,20.11701,0.8453392
1115,185.072078439,15.1439561915,6,21.74023,19.89288,18.57127,17.65622,0.7281082
1116,185.109605736,15.0749494356,6,24.61318,22.73283,22.65176,21.38997,0.866837
1117,185.072145284,15.1593988512,6,22.69836,22.83689,23.33125,23.04682,1.555677
1118,185.0721028,15.0944993261,3,23.70022,22.22522,21.36906,21.38207,0.9969007
1119,185.036571209,15.1256704148,6,24.97108,23.51478,22.51096,21.73339,0.6534458
1120,185.072070905,15.143956957,6,21.76635,19.89654,18.57598,17.65691,0.731506
1121,185.174397114,15.1453130409,6,24.4734,24.99573,19.18791,16.75451,6.478366
1122,185.174132728,15.0041241182,3,22.33496,22.19454,21.89461,21.10469,0.7090573
1123,185.174280958,15.1420140381,6,24.47264,24.99518,24.71559,18.44317,0.7523073
1124,185.173390575,15.1511765782,3,24.42918,24.71674,22.7592,20.30076,0.7796965
1125,185.110136036,15.0326585927,3,23.4197,22.4033,22.38037,21.8257,-9999.0
1126,185.109187809,15.1875766971,6,22.69006,25.26451,24.21198,24.01984,1.753277
1127,185.037339219,15.1608932471,3,24.20284,23.28726,22.74541,21.64863,0.5800932
1128,185.14533675,15.1682603988,6,22.21949,24.14769,21.76883,20.07224,0.6110833
1129,185.145718133,15.0949408903,6,23.20131,22.68623,24.80852,24.52947,-9999.0
1130,185.071975816,15.1593822027,6,23.42532,22.58383,22.83827,22.29015,1.360677
1131,185.072388534,15.1785954748,6,23.54425,23.18605,22.50622,22.59463,1.459747
1132,185.072075737,15.000778116,3,25.24912,24.78403,25.2257,23.75121,4.141916
1133,185.174344847,15.0328349916,3,23.12205,22.95927,21.85681,21.78871,0.527639
1134,185.174175984,15.0863205607,3,21.97472,22.25791,21.50554,21.03117,0.6817529
1135,185.174166505,15.0041132035,3,23.30358,22.75329,22.23895,21.51213,0.9297148
1136,185.173507261,15.1004815585,3,23.71084,21.22972,20.45069,20.15299,1.236944
1137,185.173507261,15.1004815584,3,23.71184,21.22768,20.44868,20.15103,1.246297
1138,185.109556629,15.1810091967,3,21.35451,21.57159,20.81549,20.62452,1.069019
1139,185.109351724,15.0985307926,3,23.17254,21.98352,21.80629,21.42639,1.293807
1140,185.037555934,15.148901933,3,22.63011,22.5309,23.45387,23.53857,0.5962188
1141,185.072041791,15.1439543443,6,22.01069,19.89278,18.55462,17.66781,0.622493
1142,185.072062366,15.1439623956,6,21.81476,19.87317,18.54728,17.65882,0.6330377
1143,185.036629667,15.1255941252,3,24.7427,23.07409,22.81791,21.48568,0.6326388
1144,185.145267887,15.1302551218,6,24.43098,24.42629,22.90228,24.65472,-9999.0
1145,185.145789101,15.1322781114,6,25.00369,25.33303,22.66855,22.36433,0.7767261
1146,185.109931974,15.1466995731,3,24.46635,23.88492,21.97917,21.82639,0.8363449
1147,185.174306441,15.0329550228,3,24.2337,23.75744,21.859,21.70045,0.880767
1148,185.1734491,15.1748995487,3,23.19857,22.71861,21.592,20.79884,0.2132668
1149,185.173431213,15.0534194183,6,24.64098,25.99376,22.49798,25.44639,-9999.0
1150,185.17321546,15.0413335817,3,24.06297,23.92913,22.132,21.15222,1.117936
1151,185.145340407,15.1682264489,6,25.06866,24.14993,22.09428,20.23748,0.7448701
1152,185.145008254,15.041310556,6,23.69301,23.48444,22.64117,22.0632,0.8196621
1153,185.173489894,15.1005400251,3,21.78007,21.41058,20.69234,20.39687,1.568574
1154,185.174142366,15.004129959,6,24.01933,22.91695,22.45312,21.63354,0.7712317
1155,185.174042884,15.0890883464,3,23.2807,22.80678,22.74606,22.44583,1.586654
1156,185.174205751,15.0863073731,3,23.67175,22.36758,21.44765,21.24103,0.6670758
1157,185.174090009,15.1317513928,6,24.99053,23.46356,22.41524,21.99188,0.6804627
1158,185.145074388,15.1396565795,3,24.69189,24.68195,24.76632,24.27112,-9999.0
1159,185.173911316,15.1322308053,6,25.03276,24.76488,22.284,22.83933,0.3559172
1160,185.17423136,15.1305060024,6,25.05994,23.6619,22.36292,21.43403,0.8298014
1161,185.173411261,15.1350212948,6,24.35068,23.1904,24.71468,21.43865,0.8319157
1162,185.173358278,15.1511393573,6,23.5717,22.67396,21.30098,21.68457,0.6052734
1163,185.110018828,15.0325236832,6,23.11157,23.15388,22.44025,22.63423,1.459135
1164,185.037619941,15.0887451076,3,23.06344,23.22498,22.21735,21.12616,0.9600182
1165,185.109372425,15.0985717069,3,23.06684,22.2322,21.99405,22.63596,1.06205
1166,185.10964974,15.1808959106,3,22.31805,21.35399,20.50738,20.29835,1.175328
1167,185.109671606,15.0747952455,3,24.91892,23.22041,24.81075,22.13918,0.8576173
1168,185.174291997,15.1980164309,6,24.08046,25.42024,25.14415,21.78697,0.4385844
1169,185.037040775,15.1740796051,3,22.6444,23.27786,22.40667,22.53743,0.06681489
1170,185.176914687,15.1975513558,3,23.23306,25.18386,25.6003,21.22329,0.7061577
1171,185.176914687,15.1975513558,3,23.27379,25.20263,25.58488,21.27789,0.7128628
1172,185.004852062,15.1938688872,6,21.72985,24.12156,22.2697,22.13065,0.9989051
1173,185.042550897,15.0314815046,6,21.20204,20.05556,19.58977,19.36969,0.6813087
1174,185.116903542,15.0733550002,3,23.92482,25.26833,24.65472,22.3735,0.885946
1175,185.043096286,15.0541966505,3,24.46392,22.61046,24.0095,20.57086,0.94673
1176,185.042504416,15.0538874845,3,23.50344,25.6147,26.69483,19.87332,0.9497504
1177,185.177401999,15.0995217868,6,24.3849,25.11825,23.15123,21.77147,0.415257
1178,185.042528051,15.0314875584,6,21.33085,20.06838,19.54482,19.37041,0.6326954
1179,185.080606162,15.0539730171,3,24.90079,22.78829,21.94887,21.46034,0.7453387
1180,185.079975295,15.1964494328,3,23.04533,22.67915,21.90053,21.26724,0.9820701
1181,185.14860028,15.0939481796,3,22.75181,21.42368,20.51715,20.10881,1.44907
1182,185.148312035,15.1078699547,3,21.13795,20.10098,19.27231,18.9301,1.673228
1183,185.149124273,15.1031057702,3,23.92923,24.66028,23.42288,21.80746,0.5530154
1184,185.079909206,15.1183858191,6,24.2789,22.3957,21.98147,22.03325,1.413276
1185,185.07999913,15.0670103779,3,22.82088,24.86478,25.72919,23.39513,-9999.0
1186,185.148896801,15.1473130292,3,22.44954,23.01879,21.53249,22.41315,-9999.0
1187,185.043095679,15.1559320821,3,21.3898,20.73049,19.78055,19.53493,1.31952
